지금, 만나러 갑니다
10,정말 아름다운 사랑이야기..보고나면 기분이 뭉클해짐.. OST도 너무 좋음
10,말이 필요 없다..!!
1,여주인공 얼굴이 너무 몬생겨서 몰입을 못했다 ㅡㅡ; 말수비에 비하면 애들보는 영화
10,정말 평생 보고 또봐도 감동받을 영화에요
10,정말눈물없는 사람인데,이영화보고 눈물이 주르륵 흘렀어요 정말 감동적입니다
6,오래전에 봤는데.. 영화라지만 말이 안됨..
10,감동적이네요... 하지만 좀 말도 안되는...
10,진짜 최고 !!ㅠㅠ 말할수없는비밀 다음으로 좋아 진짜 짱&gt_&lt엄청울엇네 ㅜ
10,아 정말 감동적입니다!!! 역시 일본!!! 울면서 봤습니다 ㅠㅠ
10,내인생 최고의 영화 울면서 영화보긴 처음이네요 ㅠㅠ
6,그냥 말도안되는 멜로
10,으헉으헉..ㅠㅠ 이렇게 감동적이면서 슬프면서도 행복한 영화가 있다니..
10,아....남자인내가 잘 울지도 않는내가영화보고 울어본적 첨이다..ㅜㅜ
10,정말잘만든영화 감동이밀려와여 유코짱^^
10,아....다이스키... 감동적이다.
10,왜 우리나라엔 저렇게 참한 여자가없는거여 ㅡㅡ;
10,이쁘다
9,잘 봤습니다.
10,감동의 이야기.. 감동..
10,6번봐서 6번다운영화는처음이다
10,학교에서 봤는데 정말너무 재밌게봤어요~
10,진짜최고다....
10,역시 최고!
10,사랑스러운 이야기~
9,순수한마음으로보면 마음이웅클해지는영화
10,현실성따지는놈들 다큐를보지 영화를왜바 ㅉㅉ 영화자체가 허구인데
10,미치겟어요 ...
10,진짜 완전.... 감동 ㅠ ㅠ 최고!!!!
10,최고에요 정말  말로 표현할수 없는 멋있는 영화입니다
10,이런 영화 같은거 세상에 또 있나
10,매번봐도 재밌어요~!
10,저두..그런사랑을해보고싶네요..후.. 하루지나니깐 가슴에서 느껴지네요;;
10,내생에 최고의 영화..
10,말로표현할수없어..감동 ㅠㅠ 재밌다 !!
10,지대 아름다워요..
10,최고인것같다.
10,엄마와 한 여자로서의 사랑이 모두 물안개처럼 사라지지만..그래서 아름다운
7,뭐 나쁘진 않타만 환타지란 쩝 역시 현실적인 조제 호랑이 그리고 물고기들이더...
7,나름 괜찮았는데.. 타케우치 유코가 이뻐서 ㅋ 구성은 글쎄? 개연성도 부족한듯하고..
10,최고다.... 눈물을 흘리게 만든다...
10,완성도가 높은작품이다.
10,재밌어요 ^^
10,엄청난 여운, 예쁜 영상 난 말할수없는비밀보다 좋았는데
7,평점 너무 높다. 그렇게 재밌진 않은데..어찌보면 진부하고 억지로 끼워맞춘듯하고..
10,최고... 진짜 사랑해본 사람만 아는 영화!!
10,이런 일본영화 너무 좋아요^^
1,뭔가끼워맞춘듯하다
1,말할수없는비밀에 비해 졸작
10,굿^^
10,운명이란 걸 믿게 해준 영화,,,
2,글쎄...난 별로...
10,지금 만나러 갑니다.. 명대사
10,정말 슬펐다.. 감동과 여운이 너무 크다.. 후유증 오래갈듯..
5,호모 & 여성 & 일빠 전용 영화.. 골빈 사랑타령에 짜증만 밀려온다.
10,가슴 한군대가 찡하게 와닿는 영화~
10,일본은참대닪
10,나도 모르게 느끼는 감동과 전혀 예상치 못한 반전.
9,해바라기의 꽃말을 가장 잘 표현한 영화.
9,감동..좔좔
10,또다른감동
10,최고네여
10,지루할줄알았는데..난 이런게 조터라
10,이 영화때문에 요즘 멜로에 푹 빠져있다는
10,내생애에서 제일 감동적인 영화일듯;;;
10,일본 문화에대한 편견의 벽을 허문영화
10,말할수없는 비밀과 박빙인듯
10,정말최고 일본로맨스 영화는 한국과는 질이 다르다.
10,과거 모습과 현제 여주인공이 얼굴 매치가 안되는것 빼고 나머진 쵝오~
10,오늘 문득 생각에 잠기다 다시 한번 보게 되네요 그리구 1점준 인간들
10,....뭐라 설명도 못하겠네..진짜..이런영화 어떻게 만들었을까..최고다..
10,최고예요 내인생의 최고의 영화
10,그들의 2주간의 행복함에 젖어들었다.
10,부럽다..다케우치유코..정말이쁘다
10,ㅠㅁㅠ 짱이다......
10,진짜 이영화최고~~..;;;;
10,보고 안울수없는영화 쵝오 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!10
10,헤어지지 않는 나도 저런 사랑 하고싶다...
10,세상에서 제일 좋은영화
10,감동의 도가니탕ㅜ.ㅜ
1,무슨 마누라가 장마때 살아돌아왔다가..  장마끝나니까 다시 돌아가고...  비현실적임
10,진짜최고임..
10,유코의 연기력 대박이고  무엇보다 보고난뒤에 휴유증 ... 유코 짱임
10,다케우치 유코의 연기에 빠져듬;; 완전 팬됬어열~~!
9,헉..난 전혀 안 슬펐다...스포를 먼저 접해서 그런가?!
10,정말 착하고 아름다운 세사람이 만든 사랑이야기 슬퍼욤 ㅠㅠ
10,내가 가장좋아하는 영화ㅋㅋ
4,심하게 과장된 평점... 이게재밋고감동적이다? 뭐임?
10,정말 너무나도 좋은
10,정말 재미있네요^^
10,최고의 영화!!
10,비올떄보면좋은영화...ㅋㅋ
10,굿~ 비오면 보고싶은 영화
10,최고임
10,비오면 생각나는 영화~
10,여러가지 멜로를 접해봤는데 지금만나러갑니다는 다섯손가락안에 드는작품!
10,벌써 4번째 보는거지만 항상 눈물이 난다~
10,나에게있어선 2주간 여운이남았던 영화 ㅠㅠ
10,유코의 미소...  잊지 못해요..
10,쵝오!!
10,말이 필요없는 최고의 영화!!!!!!!!!!!!
10,보고 또 보고도 또 보고싶은 감동의 영화 강추
10,보고난 후에도 여운이 며칠동안 가슴에 맴돌던 영화~
10,연기자들의 섬세함이 돋보이는 연기와 찡한 감동이 어우러진 최고의 영화~!!
10,가슴 찡한 감동이...밀려와요 ㅠㅠ 짱!!
10,최고..가슴한구석에서 먼가모름 감동이 밀려오네요..
10,영화 보지말고 책도 읽자 제발 ;;
10,현실에 찌든 나에게 최고의 영화엿다 !
7,좋은 영화긴하나 현실감이 너무 떨어지네요;;
10,내나이27살 영화보면서 처음 울었다 슬프지만 완벽에 가까운 영화
10,사랑하고싶다...
10,멜로 영화중 최고입니다. 꼭보세요. 후회 안하실 겁니다.
10,진짜 대박 영화 ..... 너무 재밋어요
10,짱임!
1,별로;좀억지가잇다
10,최고다...
5,빡빡머리 홀아비의 망상기
10,다시봐도 감동백배입니다. 가슴뭉클하고,, 최고에요 ^ ^
10,좋은영화 일본영화는 스토리가 좋아..추천..~
10,좋았음.
10,제가 본 영화중에 최고
10,스토리가 참 좋습니다. #5
10,역시 일본영화는 참신한 스토리가 매력적입니다.기분좋은영화 한편 별5개 찍고갑니다.
1,재미없다;
1,시간낭비
1,재미없다;
1,이게영환지;
9,좋은 꿈 한번 꾼거같은 뭉클한느낌
10,미오가 자신이 죽을 것을 알았음에도 불구하고 선택한 점에서 엄청 울었답니다
10,봐도봐도 지겹지가 않은 영화네요...
10,정말최고군요. 보고 많이울었습니다ㅜㅜ
10,정말 최고의 영화. 이 이상의 영화를 볼수 있을까
8,함께있는 6주동안의 연출력이 상대적으로 부족했다
10,진짜 잘봤습니다.
9,재미있게 잘 봤습니다.
10,정말최고ㅜㅜㅜㅜ또보고또보고싶은영화!!!
10,바보같이 마냥 펑펑 울었다...... 그리고 따뜻함을 느끼곤 이내 행복해졌다.  쵝오!
2,별로였다
10,정말...감동적인 영화... 영화보구 운적 처음이에요.ㅠㅠ
10,굿
10,정말 감동 그자체임 ㅜㅜㅜ
10,처음엔 별로 재미없을듯 싶었는데 보고난뒤에 내생에 최고의 영화가 되었다
10,말이필요없어 ㅠㅠ 따뜻한 감동 굿무비ㅋㅋ
10,마누라가 소중해졌다 마누라에게 잘해주자 ㅠㅠ
7,무난하게 재밌어요ㅋ
10,감동. 마지막 기차에서 일기쓰는장면이 제일 가슴에 와닿네요. 지금 만나러 갑니다.
10,웬만하면 이런거 절대 안쓰는데 정말 최강이다...정말정말진짜감동적이다...
10,진짜 최강이다
10,일단보구ㅋ 감동 받아라 ㅋ
10,진짜 충격 그자체다.. 보고서 남는 100g의 충격...
10,이거 슬프다고 해서 봤는데..ㅜ 정말 너무 슬펐어요...다시보고싶어요
10,아 진짜 감동 ㅜ ㅜ 너무 울어서 내일 눈부을까 걱정됨.
10,세번보고다섯번울엇당,ㅠㅠ
10,아  진짜 감동 ..  강추
10,최고   완전감동 ㅜ
10,진짜진짜진짜 정말정말정말 내가 본 영화중에서 제일 감동적이었다.
10,지금까지 많은 영화를 봐왔지만 제가 본 멜로영화중에서 가장 감동적이었습니다.
10,평점이 높아 선택했던 영화. 감동적이었다.
10,영화보면서 이렇게 많이 울어본 적 처음이다.. 휴
10,정말 재미있었다. 최고였던 것같다.
1,진심으로 이거 볼바에 반올림본다 ㅡ ㅡ
10,어제 DVD방가서 여친이랑봤는데....내가 추천해줘서...봐도봐도 재밌음
10,최고입니다. 이말밖에 못하겠네요
10,28남자입니다. 줄거리로판단하지마세요.왕창울었습니다. 지금까지본멜로중 최고!!
2,스토리가 너무뻔하고 현실성도심하게떨어지네요.지루해요.개인적으론 비추^^;
10,감동적이다..정말 재밌었다..
10,처음이 지루하지만 생각하면 생각할수록 좋은영화
1,평점너무높아 영화자체가 인위적인데 개념은 챙기고봤냐?
10,이거 최고얘요~!
10,사랑하는데떠나야하는슬픔...
10,눈도 마음도 촉촉하게 만드는 영화네요...
5,기대를 많이하고 봐서 그런지 지루하다.
10,사랑을하면 공감이가는영화.. 내용이 와닿으면서 아름답고슬퍼요 ....
10,말이 필요없는 최고의 영화...
10,아 너무 감동 ,,,ㅜㅜ
10,힘들고 지친 일상에 잠시나마 행복한 얘기의 동화속으로...슬펐지만 아름답네요
10,영화보면서 울었던 적이 거의 없었는데 이건 참고 참아도 눈물이 나네요 ㅠㅠ
10,정말 최고다...생각하면 할수록
10,눈물은 안 나왔지만, 죽을줄을 알면서도 그 길을 선택한건... 슬프고 아름답다.
10,너무 슬퍼요ㅠㅠ
10,정말 최고!! 예전에 순수했던 마음을 상기시켜 주네요~~ㅎ 여주인공 최고!!!
10,나 계속 울엇어요 ㅠㅠ
10,사람마다 개인적인 감정이입이 다 틀리겠지만 저에게는 최고의 영화였습니다.
10,장마철..너무 재밌게 본 영화..내년 장마철에도 볼 영화
10,길게 말할필요없다.... 최고다
10,쩐다
10,와 진짜 재미있고 감동이 ..대단하네요 .. 정말 잘만들었어요 강추.. 눈물난다 .아 ㅜ
10,동화같은 영화
10,아름답다........전형적인 일본멜로물.......쵁오
10,안보면 후회한다
9,솔직히 말할수없는비밀보다 재미있다.
10,내가 저상황이라고 생각하면서 본다면 눈물 빼는영화...
10,비가 올 때 보면 더욱 예쁜 영화. 최고다!
10,최고였다.
10,지금 까지 본 영화중 최고의 감동이었어요
10,나도 사랑할수있을까....단 한명의 상대로....ㅠㅠ
10,이거보고 3번울었네..
10,아주따쓰한영화
10,정말 감동적이네요~ 지금 장마쳘에 딱 어울리는 영화~
10,정말 최고입니다. ~ 말이필요없음
10,그냥 첫사랑이 보고싶을때....
10,남자주인공 매력있다
10,비오는날 우울한날  울고싶은날 보기좋은영화.....
10,시간을넘어서...
10,두번 보고 두번 다움
10,말이 필요없다 봐라 그리고 느껴라
10,정말 제대로된 사랑....! 눈물이 정말 마뉘 흐르네여!
10,정말 말이 필요엄따는ㅠㅅㅠ
10,비오는날 ~보세요
10,최고의 영화..
10,최고!~
10,목이 몇 번이나 메었던지..// 이런 사랑....이런 운명적인 사랑-
10,눈물이 아직도나 ㅜㅜ
10,아.....좋다
10,최고다...흑흑..ㅜㅜ
10,그녀의 헌신적인 사랑에 나는 감동하며 사랑에 더욱 굶주리게 되었다~너무 좋은영화
10,최고
7,맑고 투명한 이야기 -
10,다케우치 유코 너무 이쁘네요,, ㅎㅎ
10,다시 봐도 ㅠ.ㅠ 감동이네~
10,전 둘다 재밌게봤는데 말할수없는비밀이 더재밌던데요
10,말할 수 없는 비밀은 쨉도 안된다. 최고
9,일본 영화를 다시보게되는 계기가 되었습니다. ^^
10,본것중 최고 !!
10,최고입니다 감동
10,완전 감동이다!!
10,정말그냥 모든게아름다운영화다.......
10,감동 ㅠㅠ 눈물이 주룩주룩
4,내가 이상한건지... 별루 그렇게 슬프진 않았다
10,소설로도 재밌었지만 영화로도 좋았던.
10,5번째 재탕
10,일본 멜로영화 걸작
10,잊지 않겠다
10,죽어서도 잊지못할영화
10,소설만큼이나 영화도 잘 만든듯. 영상 음악 이야기 배우 모두 만족합니다
10,"오겡끼데스까" 만큼은 아니지만 그래도 잔잔하고 마음을 흔드는 영화
10,별 기대 없이 본 최고의 일본영화...혼자봐서 다행이다..ㅜ.ㅜ
10,정말 감명있게 본영화..보는 내내 눈물이 멈추지 않았던..
10,잔잔한 슬픔의 눈물,, 그리운 미오
10,제길.. 학교에서 봤는데 눈물이 글썽거릴뻔햇다.. 1학년생도잇어서 간신히 참은...
10,솔직히 말이 필요하나?
10,태어나서 처음 울어본 영화
10,밑에분처럼 진짜 엄마가 보고싶다. 오랜만에 영화보면서 펑펑 울어본거 같다 최고다
9,재미있었다 10점을 주고싶지만 약간..부족.. 그래도 본거후회안함
10,말이 필요없는 영화 소장가치 GOOD! 일본영화를 새로 보게 되다..
10,너무좋아.........
10,최고!!!! 정말 심금을 울렸다.. 마직막 장면ㅋㅋ
10,아 옆에 동생만 없엇으면 울었다..ㅡㅡ..
10,말이필요없는영화
10,오랜만에 눈물콧물질질 ㅠㅠㅠㅠ  마음을 울린영화 ! 강추
10,정말 아름다운 영화다 영상도 스토리도 이 영화를 보면서 나도 모르게 눈물이...
10,다만 널 사랑하고 있어를 보고 갑자기 생각나서~ 별주러 왔다~
10,이 영화를 보고 . 사랑이란 , 이런 것이구나 하는 생각이 드네요...
10,너무 잘봤습니다.
10,엄마가 보고싶다.
6,그냥그냥그런 일본영화.
10,장마가 끝나던 날 아오이가 미오!!!!!!!하면서 달려갈때부터 눈물이 ㅠ0ㅠ
8,영화도 뭐 나쁘진 않았지만.. 난 책이 더 좋았던것 같애 ^.
5,인위적이지 않은 정경과 영상에 가장 큰 점수. 설정에 비해 주는 것은 적다.
10,나의사랑에대해생각할수잇는영화
10,이영화가 슬프지 않다는건... 당신이 처한 상황이라 생각지 않고 봐서 그런거에요
10,처음엔 지루하게 봤지만 보면 볼수록 빠져드는.. 추천해요
10,이 영화....보면 알어~진짜 최고~!!
10,완전최고다..
6,내 감수성을 자극하긴 부족? 여주인공이 이뻐서 6점 줌..;;
10,정말 짱!
10,정말.. 아름다운 영화입니다.
10,감동 쩌러 ㅠ
10,이건 정말 제 인생에서 잊을수 없게 만드는 영화네요..
1,어느부분이 울어야하는장면?
1,너무 식상한주제.........
10,정말 이영화는 기억에 남을듯 합니다..
10,눈물이 진짜 펑펑 흐른다...여운이 너무많이남을듯
10,내생애최고의영화엿다//
8,저하고는...좀 하지만 헤어질때 그장면만은 못잊을듯...
10,진짜감동
10,지금 세수하러 갑니다 ㅜㅜ
10,멜로영화중에서 새로운 발상이면서 최고의 감동을 주었다-_ㅜ
10,공포,스릴러,반전을 즐기던 나를 멜로에 빠지게한 최고의멜로영화....
