accuracy,loss,val_accuracy,val_loss
0.7681585311889648,0.8975963234901428,0.7782841682434082,0.5677030920982361
0.7777334809303283,0.5474030613899231,0.7943699717521667,0.5384580731391907
0.7842162609100342,0.5287253499031067,0.7836460828781128,0.5182147264480591
0.7883391737937927,0.5214143037796021,0.7943699717521667,0.517449700832367
0.7928147077560425,0.5168665885925293,0.797050929069519,0.5142925024032593
0.7965849995613098,0.511392080783844,0.8050938606262207,0.5057962775230408
0.7987820863723755,0.5047962307929993,0.7997318863868713,0.5006861925125122
0.8010062932968139,0.49907448291778567,0.807774817943573,0.4952337384223938
0.8046409845352173,0.49544271230697634,0.8050938606262207,0.49674263000488283
0.8065939903259277,0.4907143354415894,0.8104557752609253,0.4931743979454041
0.8085198163986206,0.48678805828094485,0.8131367325782776,0.4919453501701355
0.8101743817329407,0.4847997069358826,0.8184986472129822,0.49525716304779055
0.8112593650817871,0.4813376903533936,0.8158176898956299,0.4884622931480408
0.8126156091690063,0.4782330632209778,0.8131367325782776,0.49077787399291994
0.8150297164916992,0.47654136419296267,0.8158176898956299,0.4868940353393555
0.8160061597824096,0.47223606109619143,0.8104557752609253,0.48874797821044924
0.8183117866516113,0.46967419385910036,0.8131367325782776,0.49439849853515627
0.8194781303405761,0.4686725378036499,0.8184986472129822,0.49118330478668215
0.819640851020813,0.4663845539093018,0.8184986472129822,0.47961273193359377
0.8208614945411682,0.4647009611129761,0.8104557752609253,0.48873486518859866
0.8215124368667602,0.46291145086288454,0.8131367325782776,0.48581173419952395
0.8238723039627075,0.45975097417831423,0.8131367325782776,0.49109777212142947
0.8244690656661987,0.45816614627838137,0.8158176898956299,0.4834767818450928
0.8254997491836548,0.4557445883750916,0.8184986472129822,0.4908859968185425
0.8269102334976196,0.45338609218597414,0.8184986472129822,0.48705878257751467
0.8273442149162292,0.45198520421981814,0.8238605618476867,0.48724510669708254
0.828239357471466,0.4506577491760254,0.8211796045303345,0.48221983909606936
0.8295956015586853,0.4491874217987061,0.8238605618476867,0.48123266696929934
0.8303550839424133,0.4464630722999573,0.8211796045303345,0.48112651109695437
0.8303007841110229,0.4453482270240784,0.8211796045303345,0.48008730411529543
0.831928288936615,0.4435755848884583,0.8265415787696838,0.4780289173126221
0.832172429561615,0.44297107458114626,0.8158176898956299,0.4845117568969727
0.8333387732505798,0.4407092571258545,0.8265415787696838,0.476995849609375
0.8341524958610534,0.44012644290924074,0.8238605618476867,0.4790931582450867
0.8357257008552551,0.4375146269798279,0.8292225360870361,0.47781755924224856
0.8351289987564087,0.43757870197296145,0.8292225360870361,0.4807580351829529
0.8367022037506103,0.4364905595779419,0.8345844507217407,0.47477182149887087
0.8372446656227112,0.43447854518890383,0.8319034934043884,0.4727578997612
0.8368649244308471,0.4324544906616211,0.8319034934043884,0.474727475643158
0.8367564439773559,0.4324138402938843,0.8292225360870361,0.4726355314254761
0.8379499077796936,0.43160965442657473,0.8319034934043884,0.4737203359603882
0.838899290561676,0.42921062707901003,0.8319034934043884,0.4724946260452271
0.8387365102767944,0.4303999185562134,0.8292225360870361,0.47095402479171755
0.8403097748756408,0.42799814939498904,0.8319034934043884,0.4700895190238953
