accuracy,loss,val_accuracy,val_loss
0.611842131614685,0.6014622688293457,0.5819999933242798,0.5921445727348328
0.604736840724945,0.5982185244560242,0.6320000052452087,0.5909874677658081
0.60789475440979,0.5952903270721436,0.6329999923706054,0.5912547945976258
0.6093157887458801,0.594428026676178,0.581000006198883,0.5931784749031067
0.6100526213645935,0.5920055747032166,0.6419999957084656,0.586424732208252
0.6114736557006836,0.5918122172355652,0.6410000085830688,0.5869661808013916
0.6173158049583435,0.5901060938835144,0.6410000085830688,0.5849306225776673
0.6154210329055786,0.5892589330673218,0.588999992609024,0.5863282918930054
0.6170000195503235,0.586860203742981,0.5909999966621399,0.5832301616668701
0.6201578736305237,0.5856012344360352,0.5900000095367431,0.5856327652931214
0.6174736976623535,0.5848999857902527,0.6450000166893005,0.5782214641571045
0.6254737138748169,0.5827537417411804,0.5970000088214874,0.5796914339065552
0.6175789594650268,0.5827300190925598,0.6440000295639038,0.5809529066085816
0.6104210376739502,0.5814106106758118,0.6440000295639038,0.5810925006866455
0.6253683924674988,0.5796171069145203,0.6450000166893005,0.5784037351608277
0.6223684310913086,0.578788423538208,0.6450000166893005,0.5790852546691895
0.6281052589416504,0.5768507957458496,0.6419999957084656,0.5822505593299866
0.6266842246055603,0.5745044589042664,0.6429999828338623,0.5837681531906128
0.6189999938011169,0.5755552291870117,0.6440000295639038,0.5838555932044983
0.6336315631866455,0.5723744869232178,0.6460000038146972,0.5785417795181275
0.6304737091064453,0.5727113723754883,0.6450000166893005,0.5801413297653198
0.6217368602752685,0.5719778776168823,0.6450000166893005,0.5786061525344849
0.6216842293739319,0.569590175151825,0.6460000038146972,0.5839743852615357
0.6261579155921936,0.5678392291069031,0.6440000295639038,0.5809008121490479
0.6299473404884338,0.5664538979530335,0.6440000295639038,0.580962085723877
0.6334210395812988,0.5666160821914673,0.588999992609024,0.5837404370307923
0.6322105288505554,0.5655498147010803,0.6400000214576721,0.5812124252319336
0.6331578850746155,0.5654610633850098,0.6419999957084656,0.580397093296051
0.6317368507385254,0.5609693169593811,0.6410000085830688,0.5864970922470093
0.6326842069625854,0.561349892616272,0.6460000038146972,0.5942906379699707
0.6292105078697204,0.5633532643318176,0.5900000095367431,0.5827345490455628
0.6367894768714905,0.5627550721168518,0.5900000095367431,0.5818278431892395
0.6318947434425354,0.558406674861908,0.6429999828338623,0.5868782639503479
0.6376315712928772,0.5592228412628174,0.6429999828338623,0.5837446093559265
0.6381052494049072,0.5595394611358643,0.6440000295639038,0.5852332353591919
0.6342631340026855,0.5569657921791077,0.5950000047683716,0.5855127811431885
0.6375789403915405,0.5570866703987122,0.6479999780654907,0.5833910942077637
0.6414210557937622,0.5567944884300232,0.6410000085830688,0.5876629590988159
0.6351579189300537,0.5548088788986206,0.5900000095367431,0.6002406120300293
0.6358947515487671,0.5556468009948731,0.592000013589859,0.5896220445632935
0.6330526232719421,0.5544308662414551,0.5880000054836273,0.5914900541305542
